Customer_ID,Age,Gender,Annual_Income,Education,Location_Type,Account_Age_Days,Membership_Type,Payment_Method,Total_Purchases,Total_Amount_Spent,Avg_Order_Value,Days_Since_Last_Purchase,Purchase_Frequency,Visits_Per_Month,Time_Per_Visit_Minutes,Product_Views_Per_Visit,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Contacts,Satisfaction_Score,NPS,Referrals,Loyalty_Points,Complaints,Favorite_Category,Num_Categories_Shopped,Discount_Usage_Rate,Returns_Rate,Churn_Risk_Score,Churned
CUST0385,28,Male,56920,Master,Rural,46,VIP,Debit Card,3,172.57,57.52,11,1.96,3.5,5.0,7,44.7,30.4,1,6.1,30.0,0,0,1,Home & Garden,3,14.8,16.4,59.8,1
CUST0386,42,Other,64771,Bachelor,Suburban,1350,Basic,PayPal,44,4176.25,94.91,3,0.98,9.4,1.3,10,30.6,20.9,0,6.9,35.0,0,239,0,Clothing,2,54.1,5.0,18.9,0
CUST0387,45,Female,65702,Master,Suburban,76,Basic,Credit Card,3,407.13,135.71,60,1.18,4.4,7.4,6,22.0,42.3,4,5.0,-10.0,0,0,1,Beauty,1,32.3,25.3,55.5,1
CUST0388,68,Female,101986,High School,Rural,417,Premium,Credit Card,26,2963.32,113.97,10,1.87,7.0,1.2,10,56.5,22.3,1,6.9,28.0,0,0,0,Clothing,2,32.3,32.5,45.3,0
CUST0389,54,Male,70663,PhD,Urban,112,Premium,Bank Transfer,10,784.18,78.42,22,2.68,17.4,4.3,11,23.1,18.7,4,5.7,40.0,1,441,0,Beauty,2,26.3,26.5,69.7,1
CUST0390,31,Female,78883,High School,Urban,505,Basic,Credit Card,14,289.18,20.66,2,0.83,21.7,6.2,8,21.3,35.4,4,6.0,54.0,0,0,1,Books,1,41.0,20.0,39.8,0
CUST0391,26,Female,20000,Bachelor,Suburban,599,Basic,PayPal,10,566.26,56.63,11,0.5,5.1,6.4,11,27.1,51.0,3,6.9,55.0,3,0,1,Clothing,2,56.7,14.4,28.6,0
CUST0392,47,Female,76231,Bachelor,Urban,447,Premium,PayPal,29,1527.75,52.68,70,1.95,7.2,5.6,7,72.9,41.5,1,7.9,54.0,3,500,1,Electronics,2,37.3,19.5,53.0,1
CUST0393,20,Female,57104,Bachelor,Suburban,381,Premium,PayPal,13,1586.91,122.07,73,1.02,31.7,5.8,10,47.1,46.6,0,7.5,32.0,2,0,0,Sports,5,37.3,9.5,34.2,0
CUST0394,67,Female,98762,High School,Rural,891,Premium,Credit Card,61,5366.39,87.97,10,2.05,21.6,5.5,7,53.9,36.9,0,7.8,98.0,1,484,0,Beauty,2,50.6,11.8,38.3,0
CUST0395,57,Male,84209,Master,Urban,32,Basic,PayPal,0,0.0,0.0,18,0.0,14.9,1.5,8,78.6,65.0,1,4.2,,0,338,0,Home & Garden,4,4.3,13.7,57.3,1
CUST0396,32,Female,43948,High School,Urban,160,Basic,PayPal,6,282.05,47.01,6,1.12,4.4,1.4,9,16.9,19.9,2,6.4,34.0,4,0,0,Electronics,2,20.5,12.1,50.3,1
CUST0397,18,Male,20004,Bachelor,Rural,114,Basic,Debit Card,10,1700.06,170.01,3,2.63,5.2,8.9,5,50.4,43.9,4,6.8,28.0,0,0,0,Electronics,4,25.6,8.4,47.9,0
CUST0398,60,Male,111343,High School,Urban,1769,Basic,Credit Card,54,4836.88,89.57,218,0.92,14.8,9.0,7,16.0,,1,6.4,39.0,2,1716,0,Electronics,2,41.1,22.8,66.6,1
CUST0399,38,Male,26332,Bachelor,Suburban,197,VIP,Credit Card,25,1128.16,45.13,47,3.81,1.3,2.0,13,69.8,55.4,3,5.0,-3.0,1,0,0,Clothing,1,33.1,14.3,86.4,1
CUST0400,58,Male,111312,Bachelor,Urban,527,Basic,Credit Card,15,709.83,47.32,35,0.85,16.7,5.7,4,73.2,37.0,4,7.3,29.0,0,0,0,Sports,2,11.1,22.2,50.7,1
CUST0401,18,Male,20000,Bachelor,Rural,461,Basic,Debit Card,24,2337.9,97.41,65,1.56,19.5,6.6,9,42.9,45.7,2,8.9,73.0,3,0,1,Home & Garden,2,16.0,3.2,35.3,0
CUST0402,31,Male,43540,High School,Suburban,95,Premium,Debit Card,4,175.92,43.98,82,1.26,6.4,5.0,9,47.2,48.8,1,5.3,13.0,1,912,1,Books,2,30.6,5.5,75.0,1
CUST0403,40,Other,56311,High School,Suburban,109,Basic,Credit Card,0,0.0,0.0,73,0.0,21.9,9.8,7,79.5,31.5,2,9.8,100.0,3,0,1,Electronics,3,39.8,14.6,42.0,0
CUST0404,40,Female,71578,Bachelor,Suburban,132,Basic,Debit Card,7,260.87,37.27,0,1.59,11.3,3.5,9,42.7,31.4,1,7.3,22.0,0,146,0,Electronics,3,7.2,23.5,34.0,0
CUST0405,33,Other,27088,Master,Urban,211,Premium,Credit Card,11,1336.45,121.5,9,1.56,3.0,3.8,8,40.0,53.4,1,8.1,44.0,2,0,0,Electronics,4,6.5,12.8,54.1,1
CUST0406,49,Male,83273,Master,Urban,106,VIP,Debit Card,6,268.11,44.68,47,1.7,8.8,9.9,6,61.4,45.8,1,6.1,15.0,0,328,0,Books,5,20.0,14.4,60.8,1
CUST0407,23,Male,63025,High School,Suburban,30,Premium,Bank Transfer,0,0.0,0.0,21,0.0,4.8,1.6,7,21.1,27.4,0,7.4,34.0,2,0,1,Beauty,3,69.6,17.2,27.5,0
CUST0408,37,Female,37412,Bachelor,Urban,846,Basic,Credit Card,27,2824.82,104.62,182,0.96,9.7,8.7,8,37.3,38.1,2,,44.0,0,409,0,Clothing,4,17.2,21.6,44.1,1
CUST0409,41,Male,67186,High School,Suburban,1347,Premium,Credit Card,96,3567.85,37.17,49,2.14,2.8,13.2,12,69.0,52.7,1,7.1,34.0,5,1000,1,Clothing,1,39.5,16.8,82.9,1
CUST0410,47,Male,63530,High School,Rural,167,Premium,Credit Card,1,113.37,113.37,141,0.18,23.0,7.2,2,36.9,69.9,0,9.5,92.0,2,231,0,Sports,1,25.1,29.1,38.6,0
CUST0411,50,Female,84138,Bachelor,Suburban,165,Basic,Debit Card,5,850.87,170.17,10,0.91,12.3,4.8,8,28.7,44.8,2,6.0,23.0,1,0,0,Clothing,2,20.6,13.7,28.7,0
CUST0412,23,Male,32947,Bachelor,Suburban,30,Basic,PayPal,4,305.4,76.35,89,4.0,5.9,1.6,6,48.4,47.1,4,4.3,,0,186,0,Clothing,2,29.5,13.1,70.0,0
CUST0413,18,Female,20000,High School,Suburban,456,VIP,Bank Transfer,46,8346.16,181.44,17,3.03,9.8,5.7,5,36.0,27.6,4,4.2,-19.0,0,2043,0,Home & Garden,3,20.7,8.4,78.0,1
CUST0414,59,Female,96858,High School,Suburban,698,Basic,Credit Card,29,3067.75,105.78,205,1.25,8.1,2.7,6,33.6,17.4,1,7.9,46.0,2,589,1,Home & Garden,4,45.3,19.4,47.6,0
CUST0415,44,Male,96055,High School,Urban,63,Premium,Bank Transfer,3,164.77,54.92,7,1.43,23.6,4.0,8,28.3,47.6,1,6.9,56.0,2,92,1,Clothing,2,24.6,14.9,62.2,1
CUST0416,28,Male,39246,Master,Urban,69,Basic,Credit Card,1,244.9,244.9,32,0.43,7.9,6.5,12,57.3,41.1,1,5.1,-9.0,0,0,1,Home & Garden,2,17.9,4.7,41.9,0
CUST0417,63,Female,105056,PhD,Urban,624,Basic,Debit Card,23,700.89,30.47,70,1.11,9.4,2.4,7,40.7,35.4,3,6.2,16.0,0,432,0,Beauty,1,46.7,21.8,21.3,0
CUST0418,41,Male,44941,High School,Suburban,383,Basic,Credit Card,13,848.25,65.25,25,1.02,2.4,1.9,7,36.4,29.5,4,6.0,6.0,0,520,0,Sports,2,46.6,4.0,42.7,0
CUST0419,57,Male,72713,High School,Suburban,30,Premium,PayPal,0,0.0,0.0,28,0.0,9.6,3.2,5,56.1,39.4,2,5.4,8.0,0,156,2,Clothing,2,44.9,23.5,60.1,1
CUST0420,41,Other,71426,Master,Suburban,389,Basic,Debit Card,15,3327.65,221.84,193,1.16,11.0,12.2,7,91.6,56.4,3,6.4,25.0,2,389,1,Home & Garden,2,28.6,11.2,79.0,1
CUST0421,70,Male,124012,Master,Urban,147,Premium,Debit Card,6,738.73,123.12,24,1.22,3.4,6.6,6,47.1,32.3,4,5.1,25.0,0,1490,4,Books,2,26.3,10.8,73.3,1
CUST0422,66,Female,102924,Bachelor,Suburban,184,Premium,PayPal,9,1002.32,111.37,41,1.47,13.5,2.7,12,48.6,46.2,3,5.4,7.0,0,527,0,Home & Garden,4,37.8,39.0,47.8,0
CUST0423,36,Other,51494,High School,Urban,587,Premium,Credit Card,36,1783.2,49.53,2,1.84,1.1,2.9,11,74.1,42.5,5,3.8,-4.0,1,798,0,Home & Garden,1,45.2,13.5,70.1,1
CUST0424,54,Male,83179,High School,Suburban,666,VIP,Credit Card,73,5444.59,74.58,83,3.29,7.1,10.8,3,86.5,26.8,4,6.8,58.0,2,577,2,Books,2,35.7,14.7,93.9,1
CUST0425,49,Male,57584,Bachelor,Suburban,204,Premium,PayPal,0,0.0,0.0,47,0.0,2.3,1.4,12,27.5,27.0,2,2.9,-48.0,1,0,0,Sports,5,33.1,6.9,55.3,1
CUST0426,60,Male,99818,Bachelor,Urban,1176,Basic,Credit Card,41,4477.35,109.2,23,1.05,8.5,12.1,2,48.4,20.2,2,9.0,77.0,2,763,0,Books,3,55.0,7.0,37.4,0
CUST0427,25,Male,49735,High School,Urban,208,VIP,Credit Card,20,3100.97,155.05,0,2.88,6.1,2.3,10,77.0,64.5,1,8.7,65.0,3,243,0,Sports,4,35.2,1.1,74.7,1
CUST0428,50,Male,70969,Bachelor,Suburban,591,Premium,Debit Card,30,8286.46,276.22,40,1.52,11.5,11.7,8,66.3,58.1,2,5.1,-17.0,1,803,0,Beauty,4,53.1,23.5,74.3,1
CUST0429,55,Female,77449,High School,Suburban,264,Basic,Debit Card,10,598.51,59.85,0,1.14,7.9,8.9,5,42.6,16.3,1,4.5,26.0,0,291,1,Books,2,24.9,13.7,40.1,0
CUST0430,18,Male,26698,Master,Urban,911,Basic,Credit Card,32,954.95,29.84,0,1.05,11.3,2.1,10,64.2,71.8,0,9.4,79.0,4,0,1,Sports,1,43.0,9.1,32.1,0
CUST0431,22,Female,24159,Bachelor,Rural,953,Premium,Credit Card,66,4352.16,65.94,43,2.08,8.7,8.0,7,16.9,53.1,0,8.1,48.0,2,545,2,Sports,2,35.0,6.5,65.2,1
CUST0432,18,Other,21718,High School,Suburban,36,Basic,Credit Card,0,0.0,0.0,9,0.0,17.2,1.1,4,49.4,67.3,3,5.6,-4.0,1,40,1,Electronics,3,22.8,13.5,49.5,0
CUST0433,35,Female,85996,Bachelor,Rural,1102,Premium,Debit Card,80,3645.01,45.56,9,2.18,15.6,10.1,13,82.6,30.7,1,8.1,53.0,1,848,3,Electronics,2,22.5,41.2,59.2,1
CUST0434,50,Female,74045,Bachelor,Urban,698,Basic,PayPal,19,1522.85,80.15,47,0.82,4.6,2.1,12,45.8,46.3,4,3.4,-36.0,0,0,0,Home & Garden,2,46.4,22.1,47.1,0
CUST0435,62,Male,87735,PhD,Suburban,626,Basic,Bank Transfer,24,2692.66,112.19,2,1.15,16.4,10.1,8,37.5,48.2,6,5.7,,3,0,0,Books,4,39.8,12.1,41.5,0
CUST0436,41,Female,54627,Bachelor,Rural,89,Premium,Debit Card,9,545.72,60.64,16,3.03,10.9,1.5,12,89.3,41.6,1,7.4,74.0,0,0,0,Sports,1,46.2,6.2,33.2,0
CUST0437,64,Female,106553,High School,Suburban,654,Basic,Credit Card,17,1562.26,91.9,7,0.78,18.3,2.2,4,75.9,22.4,1,6.9,6.0,0,354,1,Electronics,2,20.2,11.5,27.6,0
CUST0438,19,Male,22022,Bachelor,Suburban,759,Basic,Bank Transfer,28,1193.52,42.63,39,1.11,3.5,14.1,7,33.0,14.0,3,2.7,-23.0,1,601,0,Home & Garden,2,16.3,18.7,29.6,1
CUST0439,18,Male,20000,High School,Urban,136,Premium,Debit Card,7,1128.23,161.18,48,1.54,2.8,7.1,6,52.1,31.7,3,6.4,53.0,4,0,0,Home & Garden,2,40.7,7.5,64.9,1
CUST0440,39,Female,80960,Master,Urban,1216,Basic,Credit Card,30,2072.78,69.09,57,0.74,2.8,2.4,12,49.5,43.6,3,6.7,24.0,1,478,2,Home & Garden,2,13.5,9.9,53.1,1
CUST0441,45,Male,91794,Bachelor,Urban,30,Premium,Bank Transfer,7,632.17,90.31,13,7.0,21.9,6.1,8,68.4,53.7,2,6.0,6.0,1,630,0,Electronics,2,31.4,9.4,74.4,1
CUST0442,39,Male,52134,Bachelor,Urban,64,Premium,PayPal,0,0.0,0.0,4,0.0,18.6,6.0,8,96.5,36.2,3,6.9,47.0,2,375,0,Beauty,5,29.6,33.7,60.1,1
CUST0443,18,Male,20000,High School,Urban,308,Premium,PayPal,16,618.2,38.64,3,1.56,15.6,4.2,9,51.8,26.2,2,8.0,51.0,0,0,0,Clothing,2,45.0,16.7,23.8,0
CUST0444,38,Male,74623,Bachelor,Urban,343,Basic,PayPal,9,1263.68,140.41,24,0.79,2.5,6.0,9,49.4,35.6,1,7.2,66.0,1,0,3,Beauty,2,38.8,17.9,59.5,1
CUST0445,20,Female,20000,Master,Rural,414,Basic,Credit Card,15,901.34,60.09,131,1.09,15.7,10.9,3,34.8,18.4,1,4.5,-2.0,0,307,1,Beauty,2,57.5,12.1,44.9,0
CUST0446,50,Female,89609,Master,Urban,30,Premium,Credit Card,1,44.1,44.1,11,1.0,2.7,8.7,5,88.2,46.8,4,3.1,-49.0,0,817,1,Home & Garden,1,18.5,14.7,75.3,1
CUST0447,45,Female,40948,High School,Suburban,1291,VIP,Debit Card,131,3680.15,28.09,13,3.04,0.4,7.3,6,88.3,12.3,3,7.1,46.0,2,375,0,Clothing,2,21.6,16.2,59.6,1
CUST0448,25,Male,49889,High School,Suburban,30,Premium,Credit Card,0,0.0,0.0,4,0.0,6.0,2.3,8,60.4,35.8,3,5.1,4.0,0,0,1,Clothing,1,25.0,4.1,48.2,0
CUST0449,32,Male,31142,Master,Suburban,61,Premium,Debit Card,0,0.0,0.0,41,0.0,7.3,1.5,15,89.1,55.6,2,7.3,16.0,0,0,1,Clothing,4,42.3,28.1,49.2,0
CUST0450,24,Female,45551,Master,Urban,30,Basic,PayPal,0,0.0,0.0,51,0.0,20.1,4.7,4,48.0,32.8,0,7.5,35.0,1,0,0,Home & Garden,2,32.3,20.8,24.3,0
CUST0451,39,Male,61354,High School,Suburban,334,Basic,PayPal,20,3906.29,195.31,46,1.8,3.5,8.9,12,67.2,20.1,2,6.2,13.0,1,33,0,Sports,5,36.6,13.3,40.3,0
CUST0452,54,Male,68881,Bachelor,Suburban,1076,Basic,Debit Card,35,2285.2,65.29,88,0.98,33.2,1.0,6,35.1,48.9,0,8.6,79.0,2,242,3,Clothing,4,32.4,7.4,53.3,1
CUST0453,25,Female,30394,Bachelor,Suburban,438,Basic,PayPal,20,602.12,30.11,29,1.37,9.6,3.4,10,75.4,34.0,3,4.7,3.0,0,0,0,Electronics,3,39.5,39.1,40.7,0
CUST0454,47,Male,83755,Master,Suburban,691,Basic,PayPal,23,1909.34,83.01,6,1.0,7.7,7.0,11,46.8,18.0,5,5.9,36.0,0,26,0,Electronics,4,57.6,24.2,19.5,0
CUST0455,32,Female,50898,High School,Rural,30,VIP,Debit Card,0,0.0,0.0,15,0.0,7.6,11.9,3,39.1,23.5,5,4.8,-14.0,0,0,3,Clothing,4,15.6,21.2,66.4,1
CUST0456,28,Male,50876,High School,Suburban,312,Basic,Credit Card,9,756.43,84.05,48,0.87,2.8,4.7,10,68.9,36.9,1,7.5,27.0,1,545,1,Clothing,4,45.0,22.0,55.4,1
CUST0457,38,Male,89157,Master,Urban,246,Basic,Credit Card,7,1069.34,152.76,42,0.85,6.4,3.2,10,17.1,28.5,2,7.4,,2,0,0,Clothing,3,15.4,13.3,15.4,0
CUST0458,24,Male,20000,High School,Suburban,276,Basic,Credit Card,12,371.49,30.96,34,1.3,10.1,5.0,6,71.0,70.4,1,6.7,23.0,0,0,1,Electronics,5,35.5,6.6,45.5,0
CUST0459,31,Other,71798,Bachelor,Urban,30,VIP,Credit Card,9,439.79,48.87,51,9.0,15.9,7.3,2,55.1,43.6,1,3.7,-38.0,0,185,1,Books,4,8.5,28.6,100.0,1
CUST0460,22,Female,32275,Bachelor,Rural,461,Premium,Credit Card,32,4341.0,135.66,45,2.08,6.2,1.0,7,78.9,49.6,2,5.7,13.0,0,207,0,Sports,1,25.7,16.9,64.1,1
CUST0461,69,Female,87258,Bachelor,Urban,279,Premium,Credit Card,24,2141.09,89.21,95,2.58,9.5,2.2,4,30.0,50.5,5,6.2,34.0,3,1393,0,Books,2,28.3,10.8,77.8,1
CUST0462,40,Female,42795,Bachelor,Urban,579,VIP,Debit Card,53,4000.83,75.49,39,2.75,14.3,2.5,14,50.3,22.8,2,6.2,18.0,0,865,0,Electronics,3,72.7,18.1,56.3,1
CUST0463,29,Male,41103,Bachelor,Suburban,265,Basic,Bank Transfer,6,909.43,151.57,67,0.68,6.1,3.8,15,41.8,53.7,1,5.6,20.0,0,99,1,Electronics,3,32.6,41.8,29.2,0
CUST0464,43,Female,81285,High School,Suburban,64,Premium,Credit Card,0,0.0,0.0,12,0.0,16.6,10.4,7,51.9,15.6,0,7.1,56.0,1,184,0,Home & Garden,2,6.9,7.3,32.6,1
CUST0465,38,Male,57597,Bachelor,Urban,417,Basic,PayPal,15,1359.82,90.65,51,1.08,12.4,2.0,11,46.1,10.2,1,8.4,69.0,1,0,1,Books,3,28.2,19.3,27.4,0
CUST0466,36,Female,78857,Master,Suburban,75,Basic,Debit Card,0,0.0,0.0,104,0.0,14.9,2.9,7,66.2,48.5,3,6.2,7.0,0,615,0,Clothing,1,36.1,10.8,36.3,0
CUST0467,49,Male,54572,Master,Rural,823,Premium,Credit Card,58,4692.06,80.9,21,2.11,1.4,1.4,11,42.7,39.3,2,9.8,91.0,0,725,0,Beauty,3,55.0,16.9,41.5,0
CUST0468,51,Female,78959,High School,Urban,379,Premium,Bank Transfer,20,2077.79,103.89,67,1.58,6.7,3.8,9,56.3,71.8,2,7.0,55.0,0,171,0,Clothing,2,24.4,10.6,41.1,0
CUST0469,32,Male,30524,High School,Rural,68,Basic,Debit Card,2,43.63,21.81,58,0.88,5.0,4.1,11,25.4,65.9,2,6.6,41.0,2,287,2,Electronics,4,38.0,14.5,53.9,1
CUST0470,31,Male,52994,High School,Urban,1311,Basic,Credit Card,47,4786.28,101.84,2,1.08,1.1,4.3,8,83.0,83.1,2,6.6,16.0,0,822,1,Home & Garden,3,8.1,20.1,57.0,1
CUST0471,35,Female,67803,Bachelor,Suburban,292,Premium,PayPal,9,1399.32,155.48,39,0.92,15.7,20.7,8,24.0,35.6,2,3.9,-5.0,1,0,1,Books,1,74.6,14.0,39.8,0
CUST0472,18,Male,20000,Bachelor,Suburban,30,Basic,Credit Card,11,888.85,80.8,6,11.0,2.0,8.8,12,43.4,10.4,1,6.9,34.0,1,278,0,Home & Garden,2,56.9,17.8,90.0,1
CUST0473,18,Male,20000,Bachelor,Urban,394,Basic,Debit Card,11,448.1,40.74,153,0.84,20.6,4.9,3,64.9,,0,7.3,30.0,0,569,0,Sports,3,67.4,15.8,43.7,0
CUST0474,60,Male,93734,High School,Urban,116,Basic,Credit Card,0,0.0,0.0,75,0.0,8.0,7.2,11,77.0,23.9,4,6.0,19.0,0,227,0,Home & Garden,2,46.6,9.0,52.3,1
CUST0475,64,Male,101941,High School,Urban,651,Basic,PayPal,22,2266.6,103.03,5,1.01,11.6,3.1,13,32.1,29.9,4,5.9,-5.0,0,100,1,Sports,3,18.2,27.3,38.6,0
CUST0476,36,Female,62254,Bachelor,Suburban,681,Premium,Debit Card,45,1080.26,24.01,5,1.98,5.1,18.1,4,66.4,,2,7.3,56.0,2,256,0,Books,5,28.8,21.6,72.3,1
CUST0477,48,Female,93447,Bachelor,Suburban,1544,Basic,Debit Card,51,5864.31,114.99,40,0.99,16.6,9.1,7,17.2,47.5,2,8.7,92.0,2,1277,0,Clothing,1,46.4,14.1,51.9,1
CUST0478,44,Female,52924,High School,Suburban,278,Basic,Credit Card,14,2946.62,210.47,19,1.51,7.8,8.2,12,59.4,49.1,2,5.9,3.0,0,686,0,Sports,1,15.2,8.1,43.4,0
CUST0479,80,Female,120953,Bachelor,Urban,242,Premium,Debit Card,19,957.37,50.39,1,2.36,12.0,12.2,8,79.8,19.0,0,8.6,70.0,0,0,1,Clothing,2,44.0,11.1,42.3,0
CUST0480,56,Male,103678,High School,Urban,560,VIP,PayPal,57,3999.97,70.17,35,3.05,17.8,15.2,7,74.5,33.0,2,9.1,95.0,1,693,1,Home & Garden,3,31.1,21.3,43.9,0
CUST0481,38,Female,32831,Master,Urban,56,Basic,Debit Card,4,869.0,217.25,22,2.14,13.2,2.1,14,29.7,29.9,0,6.2,5.0,0,313,0,Home & Garden,2,32.3,17.6,32.5,0
CUST0482,25,Male,41295,Master,Urban,316,Basic,Debit Card,10,868.42,86.84,4,0.95,6.1,11.2,8,64.7,67.3,2,5.6,-7.0,0,668,0,Books,1,36.5,16.4,46.4,1
CUST0483,18,Male,20000,High School,Suburban,316,Basic,Debit Card,19,1149.01,60.47,72,1.8,7.9,6.9,6,41.6,48.8,1,5.7,11.0,0,131,1,Clothing,2,54.7,7.1,47.1,0
CUST0484,43,Female,66237,High School,Rural,37,Premium,PayPal,0,0.0,0.0,110,0.0,15.2,6.2,8,24.8,33.5,2,4.0,-25.0,0,0,1,Books,3,56.8,25.2,55.6,1
CUST0485,28,Male,47325,Bachelor,Suburban,216,Premium,Debit Card,15,939.25,62.62,63,2.08,6.8,14.0,9,41.0,40.3,3,8.6,72.0,0,0,2,Sports,4,27.4,42.6,63.2,1
CUST0486,18,Female,20000,High School,Urban,767,Premium,PayPal,51,2456.7,48.17,77,1.99,8.4,2.3,6,42.4,49.9,1,10.0,98.0,0,0,0,Home & Garden,5,60.2,13.8,36.0,0
CUST0487,30,Male,35614,Bachelor,Rural,775,VIP,PayPal,81,9230.89,113.96,10,3.14,10.4,4.9,5,41.7,14.6,3,7.4,29.0,1,1527,0,Home & Garden,4,19.0,16.5,67.3,1
CUST0488,23,Female,33172,Master,Suburban,41,Premium,Debit Card,0,0.0,0.0,13,0.0,5.1,4.4,10,58.2,60.4,2,5.5,-14.0,0,98,1,Home & Garden,2,30.6,31.5,43.6,0
CUST0489,65,Female,80191,Bachelor,Rural,38,Premium,Credit Card,0,0.0,0.0,10,0.0,7.7,6.8,10,38.7,44.7,6,6.6,12.0,0,0,0,Beauty,2,17.1,18.7,31.0,0
CUST0490,53,Female,65573,Master,Suburban,121,Basic,Debit Card,4,364.8,91.2,65,0.99,9.6,7.0,6,26.8,23.4,4,6.0,27.0,0,684,0,Home & Garden,5,31.3,14.0,58.2,0
CUST0491,39,Female,71331,Bachelor,Urban,831,Basic,PayPal,29,2090.98,72.1,132,1.05,9.4,10.9,13,50.3,24.8,2,5.4,23.0,0,753,2,Home & Garden,3,11.1,21.0,47.7,1
CUST0492,62,Female,75878,High School,Urban,55,VIP,Credit Card,12,952.96,79.41,56,6.55,9.2,5.3,5,74.8,50.8,1,5.4,7.0,0,0,0,Sports,3,23.0,7.9,82.5,1
CUST0493,41,Male,74335,Bachelor,Suburban,509,Basic,Debit Card,10,410.16,41.02,95,0.59,6.3,14.7,7,56.5,24.4,2,7.4,59.0,2,641,2,Sports,2,42.6,18.0,61.9,1
CUST0494,27,Female,47199,Bachelor,Urban,42,Basic,PayPal,7,833.17,119.02,45,5.0,9.9,7.4,6,55.6,37.7,7,4.2,-25.0,0,0,0,Books,2,55.7,8.4,70.4,1
CUST0495,62,Male,67223,Bachelor,Urban,390,Premium,Credit Card,37,6861.17,185.44,22,2.85,19.8,2.1,19,46.6,66.0,3,,53.0,0,915,1,Electronics,3,19.1,26.5,67.8,1
CUST0496,48,Female,64747,High School,Suburban,176,Basic,Debit Card,3,141.61,47.2,24,0.51,7.8,3.2,5,39.8,49.4,4,6.1,36.0,0,184,0,Home & Garden,4,16.4,10.4,47.8,0
CUST0497,24,Female,52502,High School,Suburban,622,Premium,Credit Card,35,4163.85,118.97,3,1.69,9.8,8.2,11,49.8,13.2,1,5.4,14.0,1,991,1,Home & Garden,2,60.1,13.2,56.4,1
CUST0498,37,Female,43143,PhD,Suburban,106,Premium,Credit Card,5,706.18,141.24,1,1.42,7.7,7.0,11,50.0,42.3,5,3.4,-29.0,1,261,0,Electronics,3,36.7,15.8,67.1,1
CUST0499,26,Male,31424,High School,Urban,407,Basic,PayPal,13,1180.39,90.8,53,0.96,19.1,6.7,8,64.4,31.7,2,4.9,-3.0,0,0,0,Books,1,35.9,12.9,48.0,0
CUST0500,19,Male,31671,PhD,Urban,107,Premium,Credit Card,9,1044.55,116.06,25,2.52,6.8,16.2,13,56.8,25.6,3,6.0,3.0,0,21,1,Sports,5,64.5,12.0,49.6,0
CUST0501,53,Female,93611,PhD,Suburban,500,Basic,Credit Card,13,662.17,50.94,36,0.78,3.9,10.1,4,39.6,44.5,2,6.1,23.0,1,1412,0,Home & Garden,5,30.4,4.4,29.6,0
CUST0502,68,Male,95937,Master,Rural,827,Basic,PayPal,35,6285.04,179.57,36,1.27,13.5,3.7,9,54.1,51.2,2,6.0,25.0,0,669,0,Books,2,49.4,9.7,63.0,1
CUST0503,19,Male,20000,Bachelor,Suburban,54,Premium,Credit Card,0,0.0,0.0,14,0.0,6.5,4.5,12,19.4,32.9,0,6.5,64.0,0,298,0,Electronics,2,29.5,13.8,33.0,0
CUST0504,48,Male,96246,Bachelor,Rural,805,Premium,Bank Transfer,44,7044.57,160.1,29,1.64,13.0,3.5,11,60.1,39.0,4,6.9,37.0,1,0,2,Sports,1,31.4,11.4,54.3,1
CUST0505,30,Female,71833,Master,Suburban,360,Premium,Bank Transfer,29,1051.7,36.27,28,2.42,5.7,2.5,6,17.3,38.1,1,6.8,31.0,1,0,0,Sports,1,38.6,23.9,66.7,1
CUST0506,32,Female,63993,High School,Suburban,54,Basic,Credit Card,0,0.0,0.0,22,0.0,3.2,16.9,3,26.3,30.6,0,6.0,24.0,1,259,0,Books,3,71.8,8.6,11.2,0
CUST0507,31,Male,48820,Bachelor,Urban,223,Premium,Credit Card,13,694.92,53.46,77,1.75,8.0,7.0,6,91.2,51.1,3,3.8,-2.0,0,0,0,Clothing,3,12.8,27.3,60.4,1
CUST0508,27,Male,28136,Bachelor,Suburban,70,Basic,PayPal,17,3200.15,188.24,26,7.29,2.3,1.8,5,37.6,38.9,1,5.5,15.0,0,594,0,Clothing,2,38.6,8.9,62.8,1
CUST0509,40,Male,50293,Bachelor,Suburban,482,VIP,Debit Card,48,2298.31,47.88,41,2.99,10.3,13.8,8,38.2,55.5,2,8.6,69.0,1,0,0,Beauty,2,25.7,29.2,68.6,1
CUST0510,27,Female,48098,Bachelor,Suburban,568,Basic,Credit Card,13,1209.02,93.0,101,0.69,14.7,2.8,7,66.1,45.8,0,6.3,,0,0,0,Beauty,3,20.0,18.3,35.4,0
CUST0511,44,Female,75266,Bachelor,Suburban,44,Premium,PayPal,2,34.18,17.09,90,1.36,27.2,6.1,4,70.9,41.7,1,9.3,73.0,4,0,2,Clothing,5,38.3,29.4,65.1,1
CUST0512,39,Male,82164,Bachelor,Suburban,282,Basic,Credit Card,9,834.44,92.72,99,0.96,5.5,5.4,5,27.4,50.1,1,,64.0,1,847,0,Electronics,1,57.0,10.9,27.2,0
CUST0513,36,Male,65947,Master,Urban,674,Basic,PayPal,23,841.07,36.57,14,1.02,4.5,1.3,11,55.0,43.2,1,5.7,10.0,1,250,1,Clothing,3,35.2,8.6,42.1,0
